fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_status,applies_to_species,applies_to_stage,jurisdiction
DIS-012-prevention_and_control-4,disease_section_fact,传染性喉气管炎,prevention_and_control,"They are administered to individual birds via eye drops or, if there is an outbreak, through mass vaccination in drinking water or by spray in the field.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 防控要点,EXTRACTED,chicken,,US
DIS-012-diagnosis-standard-anchor,disease_section_fact,传染性喉气管炎,diagnosis_standard_anchor,NY/T 556-2020 鸡传染性喉气管炎诊断技术,0.95,全国动物卫生标准化技术委员会,SRC-0016,https://std.cahec.cn/qb/details/537.html,inventory description,EXTRACTED,chicken,,CN
DIS-013-pathogen_and_classification-1,disease_section_fact,鸡支原体病,pathogen_and_classification,Reference title: Overview of Mycoplasmosis in Poultry,0.88,Merck Veterinary Manual - Mycoplasmosis in Poultry,SRC-0039,https://www.merckvetmanual.com/poultry/mycoplasmosis/mycoplasmosis-in-poultry,Overview of Mycoplasmosis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-013-pathogen_and_classification-2,disease_section_fact,鸡支原体病,pathogen_and_classification,PROFESSIONAL VERSION,0.88,Merck Veterinary Manual - Mycoplasmosis in Poultry,SRC-0039,https://www.merckvetmanual.com/poultry/mycoplasmosis/mycoplasmosis-in-poultry,Overview of Mycoplasmosis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-013-diagnosis-standard-anchor,disease_section_fact,鸡支原体病,diagnosis_standard_anchor,NY/T 553-2015 禽支原体 PCR 检测方法,0.95,全国动物卫生标准化技术委员会,SRC-0080,https://std.cahec.cn/qb/details/313.html,inventory description,EXTRACTED,chicken,,CN
DIS-014-pathogen_and_classification-1,disease_section_fact,禽霍乱,pathogen_and_classification,Reference title: Fowl Cholera,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 病原与分类,EXTRACTED,chicken,,US
DIS-014-pathogen_and_classification-2,disease_section_fact,禽霍乱,pathogen_and_classification,"Pasteurella multocida*, the causative agent of fowl cholera, is a small, gram-negative, nonmotile rod with a capsule that may exhibit pleomorphism after repeated subculture.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 病原与分类,EXTRACTED,chicken,,US
DIS-014-pathogen_and_classification-3,disease_section_fact,禽霍乱,pathogen_and_classification,"P multocida* is considered a single species although it includes three subspecies: *multocida*, *septica*, and *gallicida*.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 病原与分类,EXTRACTED,chicken,,US
DIS-014-typical_host_and_stage-1,disease_section_fact,禽霍乱,typical_host_and_stage,"In freshly isolated cultures or in tissues, the bacteria have a bipolar appearance when stained with Wright stain.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-014-typical_host_and_stage-2,disease_section_fact,禽霍乱,typical_host_and_stage,"Although *P multocida* may infect a wide variety of animals, strains isolated from most nonavian hosts generally do not produce fowl cholera.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-014-typical_host_and_stage-3,disease_section_fact,禽霍乱,typical_host_and_stage,Strains that cause fowl cholera represent a number of immunotypes (or serotypes).,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-014-transmission_route-1,disease_section_fact,禽霍乱,transmission_route,Strains that cause fowl cholera represent a number of immunotypes (or serotypes).,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 传播途径,EXTRACTED,chicken,,US
DIS-014-transmission_route-2,disease_section_fact,禽霍乱,transmission_route,"P multocida* can be subgrouped by capsule serogroup antigens into five capsular types (A, B, C, D, and F) and into 16 somatic serotypes.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 传播途径,EXTRACTED,chicken,,US
DIS-014-transmission_route-3,disease_section_fact,禽霍乱,transmission_route,"Turkeys and waterfowl are more susceptible than chickens, older chickens are more susceptible than young ones, and some breeds of chickens are more susceptible than others.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 传播途径,EXTRACTED,chicken,,US
DIS-014-clinical_sign-1,disease_section_fact,禽霍乱,clinical_sign,"Clinical findings from fowl cholera vary greatly, depending on the species and age affected and the course of disease.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 临床症状,EXTRACTED,chicken,,US
DIS-014-clinical_sign-2,disease_section_fact,禽霍乱,clinical_sign,"In acute fowl cholera, finding a large number of dead birds without previous clinical signs is usually the first indication of disease.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 临床症状,EXTRACTED,chicken,,US
DIS-014-clinical_sign-3,disease_section_fact,禽霍乱,clinical_sign,Mortality rate often increases rapidly.,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 临床症状,EXTRACTED,chicken,,US
DIS-014-clinical_sign-4,disease_section_fact,禽霍乱,clinical_sign,"In more protracted cases, listlessness, anorexia, mucoid discharge from the mouth, ruffled feathers, diarrhea, and increased respiratory rate are usually observed.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 临床症状,EXTRACTED,chicken,,US
DIS-014-necropsy_change-1,disease_section_fact,禽霍乱,necropsy_change,"In chronic fowl cholera, clinical signs and lesions are generally related to localized infections of the sternal bursae, wattles, joints, tendon sheaths, and footpads, which often are swollen because of accumulated caseous or fibrinous exudate (see ).",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 剖检变化,EXTRACTED,chicken,,US
DIS-014-necropsy_change-2,disease_section_fact,禽霍乱,necropsy_change,"There may be lameness, as well as exudative conjunctivitis and pharyngitis.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 剖检变化,EXTRACTED,chicken,,US
DIS-014-necropsy_change-3,disease_section_fact,禽霍乱,necropsy_change,"Torticollis may result when the meninges, middle ear, or cranial bones are infected.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 剖检变化,EXTRACTED,chicken,,US
DIS-014-laboratory_diagnosis-1,disease_section_fact,禽霍乱,laboratory_diagnosis,"Although the history, clinical signs, and lesions may aid field diagnosis of fowl cholera, isolation of *P multocida* is the standard for confirmation.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 实验室诊断,EXTRACTED,chicken,,US
DIS-014-laboratory_diagnosis-2,disease_section_fact,禽霍乱,laboratory_diagnosis,"Primary isolation can be accomplished using media such as blood agar, dextrose starch agar, or trypticase soy agar.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 实验室诊断,EXTRACTED,chicken,,US
DIS-014-laboratory_diagnosis-3,disease_section_fact,禽霍乱,laboratory_diagnosis,Isolation may be improved by the addition of 5% heat-inactivated serum.,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 实验室诊断,EXTRACTED,chicken,,US
DIS-014-laboratory_diagnosis-4,disease_section_fact,禽霍乱,laboratory_diagnosis,"P multocida* can be readily isolated from viscera of birds dying from peracute or acute fowl cholera, whereas isolation from suppurative lesions of chronic cholera may be more difficult.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 实验室诊断,EXTRACTED,chicken,,US
DIS-014-differential_diagnosis-1,disease_section_fact,禽霍乱,differential_diagnosis,"Although the history, clinical signs, and lesions may aid field diagnosis of fowl cholera, isolation of *P multocida* is the standard for confirmation.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 鉴别诊断,EXTRACTED,chicken,,US
DIS-014-differential_diagnosis-2,disease_section_fact,禽霍乱,differential_diagnosis,"Primary isolation can be accomplished using media such as blood agar, dextrose starch agar, or trypticase soy agar.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 鉴别诊断,EXTRACTED,chicken,,US
DIS-014-differential_diagnosis-3,disease_section_fact,禽霍乱,differential_diagnosis,Isolation may be improved by the addition of 5% heat-inactivated serum.,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 鉴别诊断,EXTRACTED,chicken,,US
DIS-014-prevention_and_control-1,disease_section_fact,禽霍乱,prevention_and_control,"Depopulation, thorough cleaning, and disinfection",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 防控要点,EXTRACTED,chicken,,US
DIS-014-prevention_and_control-2,disease_section_fact,禽霍乱,prevention_and_control,Prompt removal of carcasses,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 防控要点,EXTRACTED,chicken,,US
DIS-014-prevention_and_control-3,disease_section_fact,禽霍乱,prevention_and_control,A number of antibacterial drugs will decrease deaths from fowl cholera;,0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 防控要点,EXTRACTED,chicken,,US
DIS-014-prevention_and_control-4,disease_section_fact,禽霍乱,prevention_and_control,"however, deaths may resume when treatment is discontinued, showing that treatment does not eliminate *P multocida* from a flock.",0.88,Merck Veterinary Manual - Fowl Cholera in Poultry,SRC-0040,https://www.merckvetmanual.com/poultry/fowl-cholera/fowl-cholera,Fowl Cholera / 防控要点,EXTRACTED,chicken,,US
DIS-015-pathogen_and_classification-1,disease_section_fact,传染性鼻炎,pathogen_and_classification,Reference title: Infectious Coryza,0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 病原与分类,EXTRACTED,chicken,,US
DIS-015-pathogen_and_classification-2,disease_section_fact,传染性鼻炎,pathogen_and_classification,"The causative bacterium of infectious coryza is *Avibacterium paragallinarum*, a gram-negative, pleomorphic, nonmotile, catalase-negative, microaerophilic rod (see ) that requires nicotinamide adenine dinucleotide (V factor) for culture.",0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 病原与分类,EXTRACTED,chicken,,US
DIS-015-pathogen_and_classification-3,disease_section_fact,传染性鼻炎,pathogen_and_classification,Avibacterium paragallinarum*,0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 病原与分类,EXTRACTED,chicken,,US
DIS-015-clinical_sign-1,disease_section_fact,传染性鼻炎,clinical_sign,"In the mildest form of infectious coryza, the only clinical signs may be listlessness, a serous nasal discharge, and occasionally, slight facial swelling.",0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 临床症状,EXTRACTED,chicken,,US
DIS-015-clinical_sign-2,disease_section_fact,传染性鼻炎,clinical_sign,"With increased severity, extreme swelling of one or both infraorbital sinuses with edema of the surrounding tissues can prevent the eyes from fully opening (see ).",0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 临床症状,EXTRACTED,chicken,,US
DIS-015-clinical_sign-3,disease_section_fact,传染性鼻炎,clinical_sign,"Infectious coryza, facial swelling",0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 临床症状,EXTRACTED,chicken,,US
DIS-015-clinical_sign-4,disease_section_fact,传染性鼻炎,clinical_sign,"![](data:image/svg+xml,%3csvg%20xmlns=%27http://www.w3.org/2000/svg%27%20version=%271.1%27%20width=%27503%27%20height=%27420%27/%3e)![](data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7)",0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 临床症状,EXTRACTED,chicken,,US
DIS-015-necropsy_change-1,disease_section_fact,传染性鼻炎,necropsy_change,Severe facial and periorbital swelling in a chicken with infectious coryza.,0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 剖检变化,EXTRACTED,chicken,,US
DIS-015-necropsy_change-2,disease_section_fact,传染性鼻炎,necropsy_change,Ocular and nasal discharge are also evident;,0.88,Merck Veterinary Manual - Infectious Coryza in Chickens,SRC-0041,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,Infectious Coryza / 剖检变化,EXTRACTED,chicken,,US
